Label,Processed_Text
ham,"  (0, 8026)	0.19609779550499865
  (0, 7023)	0.28632568536335307
  (0, 956)	0.3559845650531064
  (0, 7285)	0.30433152405308306
  (0, 4530)	0.27641635726268377
  (0, 5196)	0.21994592280598754
  (0, 2095)	0.18875163888320037
  (0, 7497)	0.19000264730850547
  (0, 1956)	0.3559845650531064"
ham,"  (0, 7477)	0.38241624832129256
  (0, 5295)	0.35557680028892374
  (0, 4324)	0.3479008336458121
  (0, 2731)	0.3231806508738264
  (0, 3568)	0.567054309407023
  (0, 7359)	0.4246076296398848"
ham,"  (0, 2907)	0.6129102080919298
  (0, 2154)	0.539853273157107
  (0, 2772)	0.5769744537484008"
ham,"  (0, 3913)	0.5949062273031687
  (0, 5542)	0.6962722779956666
  (0, 6536)	0.401611124859155"
ham,"  (0, 6214)	0.3485970988828987
  (0, 2965)	0.3327736113915188
  (0, 5412)	0.31283837477978743
  (0, 1872)	0.30572318085644634
  (0, 4297)	0.2650798997660389
  (0, 3151)	0.28989969336506644
  (0, 3360)	0.3215466683478263
  (0, 5149)	0.2726569395764857
  (0, 7287)	0.2607392612975423
  (0, 7570)	0.2587375137096425
  (0, 4998)	0.2061282554207766
  (0, 7555)	0.2587375137096425"
spam,"  (0, 124)	0.30520954153731605
  (0, 5017)	0.30520954153731605
  (0, 734)	0.30520954153731605
  (0, 903)	0.286925566431051
  (0, 395)	0.2803997332491132
  (0, 423)	0.239141890093481
  (0, 2340)	0.25870432207965993
  (0, 1888)	0.21249614156644253
  (0, 7693)	0.21831317955942192
  (0, 8181)	0.43876341258555507
  (0, 7814)	0.13943476809006256
  (0, 8274)	0.17934320689481578
  (0, 1835)	0.18813656547106078
  (0, 7701)	0.1615588429145449
  (0, 8146)	0.19246582072965643"
ham,"  (0, 2095)	1.0"
ham,"  (0, 6016)	0.6103887225718906
  (0, 4904)	0.46904292680013604
  (0, 4573)	0.4465451249868999
  (0, 2401)	0.32578792611026464
  (0, 4485)	0.3191927610818022"
ham,"  (0, 5508)	0.4179648057412099
  (0, 4930)	0.4179648057412099
  (0, 3488)	0.3665593612417697
  (0, 4487)	0.3855315813109469
  (0, 1769)	0.28539520606057694
  (0, 8232)	0.3016929123812435
  (0, 2654)	0.4417481633214744"
ham,"  (0, 5576)	0.43228088066846243
  (0, 7033)	0.43228088066846243
  (0, 6407)	0.43228088066846243
  (0, 1922)	0.30096706266884893
  (0, 2095)	0.2154749218511101
  (0, 6291)	0.26157552731021283
  (0, 7538)	0.23068875012317916
  (0, 8005)	0.22251324743176965
  (0, 3474)	0.2830122919378934
  (0, 7388)	0.22614585398732642"
ham,"  (0, 1185)	0.6412564607115611
  (0, 2402)	0.4210046160500569
  (0, 2243)	0.5015619023266649
  (0, 4633)	0.2966763661218795
  (0, 4226)	0.26826117270190275"
ham,"  (0, 3973)	0.6809064648812968
  (0, 7476)	0.6051838752403528
  (0, 8026)	0.4124546802158079"
ham,"  (0, 7784)	0.8044100451060657
  (0, 8317)	0.5940744728840462"
ham,"  (0, 6145)	0.23214524483804203
  (0, 2184)	0.44321545841707727
  (0, 2146)	0.23214524483804203
  (0, 2878)	0.21413124288661356
  (0, 2311)	0.23214524483804203
  (0, 2250)	0.19305621162760675
  (0, 6605)	0.19611724093518507
  (0, 5621)	0.6648231876256159
  (0, 7452)	0.14955172140282463
  (0, 2641)	0.13350537212711108
  (0, 4539)	0.10584498337693886
  (0, 2359)	0.12267747681429722
  (0, 3494)	0.10894381445304649"
ham,"  (0, 5633)	0.2896144306034969
  (0, 7285)	0.41371722087450813
  (0, 2408)	0.4420910361462572
  (0, 8319)	0.38677515698350295
  (0, 6663)	0.43108440162126155
  (0, 3230)	0.37001470851535745
  (0, 6874)	0.277808190301753"
ham,"  (0, 8393)	0.41165718510077004
  (0, 1734)	0.39637987612448816
  (0, 2095)	0.30729786173694457
  (0, 5144)	0.3280968147375415
  (0, 7353)	0.3412783712329978
  (0, 8390)	0.36443607590622323
  (0, 8026)	0.36083839847802274
  (0, 3494)	0.30307248337628456"
ham,"  (0, 7148)	0.6266158956469309
  (0, 1657)	0.4708074148722228
  (0, 3456)	0.4362689953875298
  (0, 1477)	0.4419980329000175"
spam,"  (0, 837)	0.29378126042438607
  (0, 137)	0.29378126042438607
  (0, 4030)	0.29378126042438607
  (0, 8399)	0.29378126042438607
  (0, 1488)	0.25764913621134405
  (0, 5403)	0.25764913621134405
  (0, 167)	0.26364548743073635
  (0, 8160)	0.25764913621134405
  (0, 608)	0.19138123900465223
  (0, 5694)	0.2253907637471424
  (0, 4886)	0.1808412783230772
  (0, 1288)	0.1960876650211356
  (0, 5692)	0.19525499075349262
  (0, 1835)	0.17287186054604095
  (0, 2000)	0.16228493012525752
  (0, 607)	0.3649449320197401"
ham,"  (0, 6364)	0.3945758427193144
  (0, 7025)	0.37666529231118523
  (0, 8063)	0.339237728913753
  (0, 2996)	0.3118930012786186
  (0, 8395)	0.3055718288220521
  (0, 3616)	0.3541006673871976
  (0, 3737)	0.2137169643510031
  (0, 8073)	0.2707434181522551
  (0, 2532)	0.21408661380925342
  (0, 6864)	0.24360510609125458
  (0, 8071)	0.2171607480218196"
ham,"  (0, 4467)	0.6952484032040819
  (0, 1786)	0.7187695443201348"
ham,"  (0, 2248)	0.30250071380802945
  (0, 2604)	0.28876962919368854
  (0, 7696)	0.30250071380802945
  (0, 953)	0.30250071380802945
  (0, 6987)	0.2447693829670595
  (0, 6453)	0.21436057158357058
  (0, 1922)	0.2010501758763946
  (0, 2668)	0.22452362006711266
  (0, 7497)	0.14489424636631493
  (0, 3563)	0.4198545419203579
  (0, 4633)	0.4198545419203579
  (0, 7557)	0.17321380370738937
  (0, 4539)	0.13792306211941044
  (0, 7388)	0.15106856981189318"
ham,"  (0, 2281)	1.0"
ham,"  (0, 7857)	0.45226382838830637
  (0, 5683)	0.37852897921634454
  (0, 7824)	0.49507155180601686
  (0, 3563)	0.25522482569619637
  (0, 4633)	0.25522482569619637
  (0, 7353)	0.29152564273107473
  (0, 2401)	0.2642387189912022
  (0, 3288)	0.34926877291017855"
ham,"  (0, 1483)	0.5748170103247146
  (0, 3456)	0.4002050400702356
  (0, 7399)	0.4218832480016585
  (0, 1777)	0.43464020174472673
  (0, 3712)	0.377523178926291"
ham,"  (0, 5072)	0.33571870341188104
  (0, 5982)	0.3156070372268318
  (0, 2940)	0.3023598213695421
  (0, 3244)	0.28831720667808913
  (0, 6087)	0.27506999082079947
  (0, 3290)	0.255524822225138
  (0, 3568)	0.22417253509987703
  (0, 6799)	0.5348517863413376
  (0, 6513)	0.27235367915604003
  (0, 4226)	0.14712161743223834
  (0, 4857)	0.2000984424037123"
ham,"  (0, 6269)	0.5245468385338427
  (0, 7548)	0.35885108766629115
  (0, 5411)	0.4189786074077546
  (0, 7877)	0.6484854952884677"
ham,"  (0, 4033)	0.2753630444025121
  (0, 3504)	0.2753630444025121
  (0, 5964)	0.2753630444025121
  (0, 5064)	0.2592181367336701
  (0, 4707)	0.2592181367336701
  (0, 5063)	0.2592181367336701
  (0, 3977)	0.2592181367336701
  (0, 4135)	0.2592181367336701
  (0, 2032)	0.26380502047385423
  (0, 7401)	0.24529016612661605
  (0, 5327)	0.2115980906969299
  (0, 5789)	0.22950495391332096
  (0, 3836)	0.20225700383005998
  (0, 2253)	0.22294209149003963
  (0, 3784)	0.19767012008987583
  (0, 3563)	0.14195823766165952
  (0, 4633)	0.14195823766165952
  (0, 4726)	0.1983933173727539"
ham,"  (0, 2481)	0.7593462085508488
  (0, 4589)	0.46711264255861584
  (0, 3463)	0.4529890889650191"
ham,"  (0, 3545)	0.3731702618024108
  (0, 8205)	0.377400634339675
  (0, 1289)	0.3365364336605329
  (0, 6799)	0.3589921232234938
  (0, 6795)	0.32082626195235575
  (0, 6291)	0.2727018497314182
  (0, 7443)	0.25147531887463115
  (0, 8227)	0.3193373904769351
  (0, 2271)	0.3656071758375292"
spam,"  (0, 3061)	0.5253763836800195
  (0, 7560)	0.40261734020306866
  (0, 8285)	0.40261734020306866
  (0, 6089)	0.36578297598368326
  (0, 6217)	0.290382841977038
  (0, 3272)	0.42621453491496103"
ham,"  (0, 4491)	0.6422773830151346
  (0, 3091)	0.6248828939596384
  (0, 3128)	0.44384809575333045"
ham,"  (0, 1807)	0.7777831828288584
  (0, 7443)	0.6285326725864064"
ham,
spam,"  (0, 62)	0.28299440474142906
  (0, 320)	0.25852451516135183
  (0, 2421)	0.2765579818749149
  (0, 1784)	0.2142987397865932
  (0, 2086)	0.22912066726284863
  (0, 4398)	0.21139552205798812
  (0, 7801)	0.4717308232761307
  (0, 2872)	0.2622440140737824
  (0, 4951)	0.5047433162255008
  (0, 3265)	0.29566690717599714"
ham,"  (0, 7099)	0.44111465102268993
  (0, 3623)	0.4685886364539328
  (0, 5882)	0.35828028813658497
  (0, 1477)	0.3515924497331132
  (0, 1845)	0.42807083115321165
  (0, 8329)	0.2911809549959939
  (0, 8005)	0.2565727067055805"
ham,"  (0, 6644)	0.5481117644909987
  (0, 3230)	0.5453737065149629
  (0, 8317)	0.45911657763129216
  (0, 5338)	0.43743911806424524"
ham,"  (0, 4937)	0.5793019689653096
  (0, 1205)	0.5016052762820632
  (0, 6029)	0.6424962066494326"
ham,"  (0, 7445)	0.6594113960711986
  (0, 2716)	0.650829158082254
  (0, 3476)	0.37629512051231434"
ham,"  (0, 6779)	0.2781641721125942
  (0, 4906)	0.2904199758086629
  (0, 2015)	0.2781641721125942
  (0, 1534)	0.2858870543112087
  (0, 3692)	0.22481214670163022
  (0, 3456)	0.228480192448232
  (0, 5586)	0.2198924344987651
  (0, 6912)	0.22066994278589674
  (0, 7557)	0.1968460014185008
  (0, 5144)	0.17465008199182655
  (0, 5708)	0.37840017989604996
  (0, 1052)	0.4127945632594013
  (0, 4610)	0.1714601212906662
  (0, 6536)	0.16751477382072594
  (0, 6450)	0.19770126664333473"
ham,"  (0, 3467)	0.2985762909587172
  (0, 4472)	0.2850233433858662
  (0, 5804)	0.2985762909587172
  (0, 5785)	0.2985762909587172
  (0, 6665)	0.2985762909587172
  (0, 4611)	0.4831878482966976
  (0, 5368)	0.24477973186451465
  (0, 3420)	0.2155165926652171
  (0, 2856)	0.19761653064629922
  (0, 1400)	0.23868550957210014
  (0, 7660)	0.2618544264789832
  (0, 7814)	0.13021271741730098
  (0, 8227)	0.2019636450923661"
ham,"  (0, 4433)	0.5233472041476956
  (0, 7210)	0.42874915535173636
  (0, 4320)	0.32733625286383106
  (0, 4457)	0.41899957920091657
  (0, 1031)	0.509482282210563"
ham,"  (0, 4393)	0.6894552744527962
  (0, 4639)	0.5198632209645705
  (0, 3835)	0.504374519595867"
ham,"  (0, 6749)	0.5076656909280776
  (0, 3394)	0.5400160561140407
  (0, 5278)	0.3225431359225708
  (0, 5708)	0.31133819091734666
  (0, 1674)	0.4167824103996488
  (0, 6536)	0.27565392092361285"
spam,"  (0, 5728)	0.2265907563499615
  (0, 8339)	0.2265907563499615
  (0, 3129)	0.2265907563499615
  (0, 6759)	0.2265907563499615
  (0, 2272)	0.2265907563499615
  (0, 1642)	0.2265907563499615
  (0, 4957)	0.2265907563499615
  (0, 487)	0.21630536955168997
  (0, 7513)	0.20900777148239913
  (0, 7512)	0.20334731466155143
  (0, 725)	0.17230394393309553
  (0, 473)	0.20900777148239913
  (0, 3414)	0.18334660741665737
  (0, 5750)	0.5125620390548807
  (0, 7560)	0.165763622549095
  (0, 3508)	0.16818134492642658
  (0, 2569)	0.1791089656501222
  (0, 6351)	0.18113939981656516
  (0, 7731)	0.13568804328316872"
ham,"  (0, 8085)	0.332662653104503
  (0, 8264)	0.332662653104503
  (0, 3461)	0.4867221183570997
  (0, 2823)	0.269175008916666
  (0, 2468)	0.23307292560567233
  (0, 2740)	0.2294068541520382
  (0, 6253)	0.2659345610359719
  (0, 3046)	0.2529630425021653
  (0, 857)	0.23573417585137452
  (0, 7452)	0.2143066615597395
  (0, 4185)	0.2343797845113387
  (0, 2564)	0.2240000354992132
  (0, 7814)	0.14507819058538549"
ham,"  (0, 5939)	0.41591153490989535
  (0, 5468)	0.41591153490989535
  (0, 4306)	0.3052555962636194
  (0, 5540)	0.3909958127067241
  (0, 1612)	0.3165618118358139
  (0, 5891)	0.32337875595291304
  (0, 3476)	0.20383001113290278
  (0, 3225)	0.3313056811338987
  (0, 2651)	0.22777435621438502"
spam,"  (0, 610)	0.28591265171658165
  (0, 3182)	0.28591265171658165
  (0, 8387)	0.28591265171658165
  (0, 4042)	0.5718253034331633
  (0, 4874)	0.24154016353958857
  (0, 1988)	0.22856204271597164
  (0, 5411)	0.421299738698305
  (0, 53)	0.22362799017276944
  (0, 4394)	0.17813229958140392
  (0, 5678)	0.17651810960914777
  (0, 7557)	0.16371537543982026"
ham,"  (0, 5487)	0.5459218053707657
  (0, 7346)	0.48992172022179753
  (0, 7284)	0.48992172022179753
  (0, 3456)	0.36283443302618074
  (0, 5338)	0.30045627425820753"
spam,"  (0, 5443)	0.3692064846570392
  (0, 5856)	0.3692064846570392
  (0, 6330)	0.3692064846570392
  (0, 1640)	0.35244749781971757
  (0, 6248)	0.3405568074270275
  (0, 8012)	0.29874456261379523
  (0, 1658)	0.3313336714172319
  (0, 7191)	0.30268399418722014
  (0, 6089)	0.24538463972719662"
ham,"  (0, 6682)	0.4221981455070572
  (0, 2388)	0.353559039423382
  (0, 5429)	0.3192394863815444
  (0, 7526)	0.31160707788138553
  (0, 4434)	0.37363469099436775
  (0, 3600)	0.3192394863815444
  (0, 5648)	0.26484428176872116
  (0, 1203)	0.25721187326856226
  (0, 4822)	0.25901253166858745
  (0, 4589)	0.22984178480989123"
ham,"  (0, 4821)	0.5319375590123563
  (0, 4699)	0.5319375590123563
  (0, 1734)	0.3264889829528198
  (0, 5144)	0.2702457965350321
  (0, 2769)	0.3598143979708196
  (0, 4645)	0.3535401237517858"
spam,"  (0, 109)	0.35915402140925223
  (0, 2162)	0.275545142230486
  (0, 309)	0.2592424558815179
  (0, 2768)	0.24767551583756384
  (0, 8285)	0.26274095466596903
  (0, 4903)	0.26657312650059
  (0, 3287)	0.22815452258220792
  (0, 1690)	0.24643826831700094
  (0, 3476)	0.1680246532652866
  (0, 7405)	0.21396850239782275
  (0, 4226)	0.15024734231439965
  (0, 5118)	0.26095366612162946
  (0, 8202)	0.20350320309567363
  (0, 1)	0.25304446218625376
  (0, 2000)	0.19839687931220962
  (0, 5894)	0.20839631700583533
  (0, 6062)	0.24643826831700094"
ham,"  (0, 4589)	0.7582894803797954
  (0, 5343)	0.651917988665246"
ham,"  (0, 2232)	0.33894607848794417
  (0, 5112)	0.32356066922781745
  (0, 6654)	0.3126445476356944
  (0, 2722)	0.30417734591580836
  (0, 4545)	0.2709576075233177
  (0, 7210)	0.20458406487852016
  (0, 8220)	0.19127061429651698
  (0, 4539)	0.15454006851729427
  (0, 6098)	0.3942397508552082
  (0, 4716)	0.19050402078692286
  (0, 5338)	0.1865440708083707
  (0, 3712)	0.21250528468773083
  (0, 6291)	0.19578833220482608
  (0, 2401)	0.16235114285546823
  (0, 7538)	0.17266969165455895
  (0, 5343)	0.1514350212633451
  (0, 3494)	0.1590645490504882"
ham,"  (0, 5062)	0.5089515507446735
  (0, 4316)	0.4679268051211387
  (0, 2951)	0.5089515507446735
  (0, 8135)	0.42729536417319974
  (0, 7497)	0.28354861099007456"
spam,"  (0, 934)	0.24976678621094583
  (0, 7708)	0.24976678621094583
  (0, 5727)	0.22946379682391033
  (0, 8304)	0.2175873093799549
  (0, 28)	0.24976678621094583
  (0, 2921)	0.194198202799908
  (0, 912)	0.24976678621094583
  (0, 4956)	0.24976678621094583
  (0, 5099)	0.24976678621094583
  (0, 5098)	0.24976678621094583
  (0, 3692)	0.17110348082949753
  (0, 5101)	0.24134028426786572
  (0, 4561)	0.22946379682391033
  (0, 4615)	0.2145011921869435
  (0, 4186)	0.2175873093799549
  (0, 4610)	0.26099500411085297
  (0, 783)	0.22946379682391033
  (0, 7814)	0.11410578364132004
  (0, 351)	0.15667834121884833
  (0, 6536)	0.12749471641820478
  (0, 7701)	0.13221091573833163"
ham,"  (0, 3845)	0.6085934261365668
  (0, 7077)	0.5215325552146918
  (0, 5611)	0.5980115680441221"
ham,"  (0, 7410)	0.5922687813082645
  (0, 6538)	0.6788778446251942
  (0, 3789)	0.4339845190380339"
ham,"  (0, 5244)	0.615855907379907
  (0, 3827)	0.4851114608809976
  (0, 4708)	0.47312660336079526
  (0, 2089)	0.40191987890555037"
spam,"  (0, 710)	0.3344086224992646
  (0, 1302)	0.3344086224992646
  (0, 216)	0.3344086224992646
  (0, 2916)	0.30722528552906586
  (0, 722)	0.25452768328442743
  (0, 2079)	0.24543705785612235
  (0, 5720)	0.26638231247462263
  (0, 8202)	0.19849193764827072
  (0, 1835)	0.20613539597754676
  (0, 7877)	0.1997370347775027
  (0, 7519)	0.3143754384176019
  (0, 3121)	0.26202034721858114
  (0, 2329)	0.29132405275703255"
ham,"  (0, 6644)	0.6437155258555068
  (0, 6685)	0.7652648703374333"
ham,"  (0, 7240)	0.3525747807555505
  (0, 5665)	0.33657073869398546
  (0, 5760)	0.3525747807555505
  (0, 1390)	0.33657073869398546
  (0, 8053)	0.3164080302256275
  (0, 1506)	0.2932076060209112
  (0, 6309)	0.26168984900260933
  (0, 6017)	0.238489424797893
  (0, 2074)	0.2978565995325323
  (0, 8302)	0.22474147244904089
  (0, 7814)	0.1537621093341838
  (0, 3128)	0.22474147244904089"
ham,"  (0, 8224)	0.49036471671469395
  (0, 5188)	0.871517323179131"
ham,"  (0, 6078)	0.8066296048075203
  (0, 3789)	0.5910572566579853"
ham,"  (0, 1968)	0.6043479441574108
  (0, 3208)	0.5006856185655312
  (0, 5678)	0.4254400219772109
  (0, 7667)	0.4506420546890767"
ham,"  (0, 1041)	0.4879784053305021
  (0, 4776)	0.37790568402481445
  (0, 2698)	0.36499193292990895
  (0, 2768)	0.33651385214507973
  (0, 3572)	0.32570677225555505
  (0, 1498)	0.3191169509360413
  (0, 6013)	0.4058117251331679"
ham,"  (0, 4876)	0.4541314933007534
  (0, 6393)	0.3322222082479744
  (0, 3386)	0.3982779119617204
  (0, 1310)	0.5370631754865051
  (0, 2268)	0.363038225651401
  (0, 5144)	0.2307171679446213
  (0, 4610)	0.22650314931701598"
ham,"  (0, 7410)	0.8392563741849063
  (0, 5343)	0.5437359086817832"
ham,"  (0, 846)	0.8426631693363386
  (0, 2413)	0.538441067382529"
ham,"  (0, 7686)	0.4915047716918815
  (0, 6007)	0.4410867286771383
  (0, 8170)	0.397702597715966
  (0, 855)	0.39291487784144297
  (0, 2641)	0.2826615186227687
  (0, 4226)	0.20561453103542662
  (0, 2401)	0.2354249435752985
  (0, 3534)	0.27150750669060253"
ham,"  (0, 684)	0.2926200587132619
  (0, 3300)	0.2926200587132619
  (0, 4915)	0.2926200587132619
  (0, 8323)	0.2793374758873745
  (0, 4110)	0.2626034005709669
  (0, 3297)	0.2626034005709669
  (0, 4760)	0.2515809469438583
  (0, 6338)	0.24334816774232174
  (0, 4615)	0.23989667525180153
  (0, 1777)	0.2112172999298783
  (0, 1052)	0.3513723308150116
  (0, 4610)	0.1459475192309328
  (0, 7814)	0.25523026556138917
  (0, 4914)	0.1743304320769236
  (0, 2401)	0.14016153001817971
  (0, 7538)	0.1490697739751399
  (0, 6536)	0.14258922418595454"
ham,"  (0, 6874)	0.46421268594972726
  (0, 2009)	0.5915870197764175
  (0, 3835)	0.659189942456191"
ham,"  (0, 4434)	0.5770798155427019
  (0, 7497)	0.32719347803419985
  (0, 3131)	0.45211389390960566
  (0, 7814)	0.297905132306246
  (0, 7538)	0.3479889083001002
  (0, 8026)	0.38167079165778617"
spam,"  (0, 799)	0.2644380277753425
  (0, 4690)	0.277012137264527
  (0, 4689)	0.277012137264527
  (0, 3303)	0.2644380277753425
  (0, 4129)	0.25551655511407656
  (0, 6884)	0.22144686347444156
  (0, 5750)	0.20887275398525698
  (0, 3379)	0.25551655511407656
  (0, 6886)	0.20887275398525698
  (0, 6089)	0.18410977685253588
  (0, 4226)	0.11588436974620678
  (0, 4857)	0.15761301629131405
  (0, 363)	0.1753827347326687
  (0, 8071)	0.15245779499552473
  (0, 1128)	0.19007553122305865
  (0, 7388)	0.27667919768047267
  (0, 3265)	0.12986434351436085
  (0, 2271)	0.4290536633285045"
ham,"  (0, 6832)	0.1323814946687601
  (0, 4290)	0.14491168181549305
  (0, 4400)	0.14161581148436592
  (0, 4905)	0.14161581148436592
  (0, 4992)	0.1342861218765089
  (0, 6511)	0.13882919282500514
  (0, 2078)	0.27283062789097995
  (0, 6483)	0.13882919282500514
  (0, 7217)	0.1276386731921772
  (0, 6393)	0.11812836263610521
  (0, 1420)	0.1342861218765089
  (0, 4289)	0.1342861218765089
  (0, 8135)	0.23311087438179998
  (0, 4889)	0.10687474611946991
  (0, 8166)	0.20730502052864286
  (0, 1755)	0.1342861218765089
  (0, 5095)	0.13641531394548997
  (0, 8132)	0.11896931607041517
  (0, 7077)	0.11896931607041517
  (0, 4903)	0.11985130752202713
  (0, 5518)	0.247770253597514
  (0, 6574)	0.11510848604544423
  (0, 5269)	0.11812836263610521
  (0, 8093)	0.20379211595037197
  (0, 1109)	0.1342861218765089
  (0, 4059)	0.12629900567827218
  (0, 1204)	0.1276386731921772
  (0, 3085)	0.12629900567827218
  (0, 1582)	0.1323814946687601
  (0, 1751)	0.14161581148436592
  (0, 2865)	0.12908562433763296
  (0, 3230)	0.11079867302824821
  (0, 1783)	0.11376881853153921
  (0, 5474)	0.11252161791417013
  (0, 7982)	0.10223396012841221
  (0, 6401)	0.18913273673465797
  (0, 6912)	0.10365251026432143
  (0, 3645)	0.09327458760687836
  (0, 4726)	0.1044058375510115
  (0, 8220)	0.09112232311758846
  (0, 4645)	0.21464224075058835
  (0, 2532)	0.2628375554064646
  (0, 2401)	0.15468987070697285
  (0, 3288)	0.10223396012841221
  (0, 8071)	0.08887057302759023
  (0, 5343)	0.07214443781461045"
spam,"  (0, 6094)	0.28945294398107935
  (0, 3045)	0.27520880622663924
  (0, 78)	0.2609646684721991
  (0, 640)	0.2651024296542984
  (0, 2258)	0.2651024296542984
  (0, 2295)	0.2651024296542984
  (0, 337)	0.2651024296542984
  (0, 408)	0.2572633149675504
  (0, 99)	0.26979343638471853
  (0, 5272)	0.2539150334424947
  (0, 1888)	0.20856228631398857
  (0, 1595)	0.21226363981863727
  (0, 5718)	0.21532038136127374
  (0, 4886)	0.1931662300740995
  (0, 4226)	0.13127553308417142
  (0, 5118)	0.22800291241559373
  (0, 6062)	0.21532038136127374"
ham,"  (0, 2413)	0.33240944842774317
  (0, 3688)	0.4172706937582281
  (0, 3476)	0.28307910614173976
  (0, 8318)	0.38840804909896165
  (0, 5176)	0.3202610253603394
  (0, 3645)	0.34951976088675757
  (0, 3128)	0.3856981170523122
  (0, 5338)	0.33301697955919835"
ham,"  (0, 8162)	0.6392319223371183
  (0, 4046)	0.6009379014612577
  (0, 3463)	0.3374716062800143
  (0, 7538)	0.3411291588347718"
ham,"  (0, 7296)	0.8245561749200891
  (0, 5882)	0.5657800936769969"
ham,"  (0, 3622)	0.5070915315344371
  (0, 2672)	0.5394053091266527
  (0, 1834)	0.4375955792868283
  (0, 5196)	0.3133077267937296
  (0, 7498)	0.40280078010352705"
ham,"  (0, 4637)	0.390498751625392
  (0, 6113)	0.4332605174593045
  (0, 6884)	0.3949255652378516
  (0, 3383)	0.3695108331506423
  (0, 3601)	0.3159979740389321
  (0, 3688)	0.3406801703114329
  (0, 3807)	0.2713953057271469
  (0, 8390)	0.2787803455857667"
ham,"  (0, 1276)	0.38270932906876337
  (0, 6317)	0.38270932906876337
  (0, 5251)	0.343451408237776
  (0, 2417)	0.35301185839481386
  (0, 4431)	0.23994304725169063
  (0, 3060)	0.3233143877208643
  (0, 6453)	0.27119866758928407
  (0, 3474)	0.47836943920536457"
ham,"  (0, 7093)	0.2973000052152232
  (0, 5946)	0.3076803653744217
  (0, 4138)	0.3076803653744217
  (0, 4270)	0.2771075289165235
  (0, 7890)	0.5784967446961358
  (0, 3992)	0.2771075289165235
  (0, 4431)	0.20207556064448673
  (0, 3123)	0.2472786930338653
  (0, 7063)	0.16953245689592192
  (0, 2641)	0.18535897561976808
  (0, 4457)	0.190119284109027
  (0, 4716)	0.18115411511819685"
ham,"  (0, 7439)	0.36053018961519195
  (0, 3275)	0.3389321590333884
  (0, 3385)	0.3190601082087448
  (0, 8223)	0.6381202164174896
  (0, 6642)	0.27628898160406024
  (0, 5429)	0.2726100855312043
  (0, 7814)	0.16470796792673115
  (0, 7538)	0.19239865222674235
  (0, 3265)	0.17705477833642608"
ham,"  (0, 3569)	0.2849069016509639
  (0, 2069)	0.5698138033019278
  (0, 7590)	0.2849069016509639
  (0, 1978)	0.2849069016509639
  (0, 6565)	0.26279870173544767
  (0, 3814)	0.23357325113974023
  (0, 3692)	0.18631689591655615
  (0, 990)	0.24494953771582204
  (0, 3008)	0.20990886989128207
  (0, 4473)	0.17243225609384089
  (0, 1416)	0.2556814510552565
  (0, 4320)	0.1312910098086673
  (0, 4226)	0.11918704017881455
  (0, 6010)	0.20700728951174782"
ham,"  (0, 3782)	0.319642763140175
  (0, 3359)	0.33955110351688955
  (0, 3115)	0.33955110351688955
  (0, 2275)	0.33182835546813183
  (0, 3358)	0.33182835546813183
  (0, 3130)	0.31465372769759115
  (0, 3456)	0.2514704432213969
  (0, 3619)	0.2990776988498229
  (0, 2097)	0.27876401716041765
  (0, 4320)	0.17435761209265574
  (0, 1052)	0.22716549445690876
  (0, 4610)	0.18871286930278466"
ham,"  (0, 4306)	0.6611678135096186
  (0, 3076)	0.589777642208871
  (0, 8005)	0.46370190330583644"
ham,"  (0, 6452)	0.6732777992800253
  (0, 3645)	0.5239801748609977
  (0, 2641)	0.5216721013714307"
spam,"  (0, 6652)	0.513578684193077
  (0, 936)	0.5018978540024063
  (0, 7901)	0.3946508843759181
  (0, 2181)	0.4431936797263873
  (0, 368)	0.3635457619092503"
ham,"  (0, 2373)	0.37588854763847956
  (0, 2699)	0.3588262492120992
  (0, 4613)	0.28838397218956335
  (0, 8238)	0.5392077026881973
  (0, 2771)	0.32317127259175965
  (0, 1995)	0.31259575896941344
  (0, 7210)	0.22688212638488653
  (0, 8005)	0.18470304273572918
  (0, 7443)	0.20022696807972187
  (0, 5343)	0.1679402530875002"
ham,"  (0, 5238)	0.4292197361335478
  (0, 2987)	0.4292197361335478
  (0, 6452)	0.3185776580418669
  (0, 5900)	0.2930803104865882
  (0, 7548)	0.2708506747618667
  (0, 1585)	0.3626065675571627
  (0, 3667)	0.30981688043326894
  (0, 4320)	0.19779335726945727
  (0, 4226)	0.17955840886845806
  (0, 3474)	0.2682526775212055"
ham,"  (0, 4265)	0.45062629864596887
  (0, 5843)	0.4236309433069095
  (0, 6892)	0.39256846494959385
  (0, 7300)	0.3870005285999629
  (0, 1213)	0.3692191426108397
  (0, 6453)	0.3345106312532188
  (0, 3737)	0.25568186548969474"
ham,"  (0, 3375)	0.5463798836509367
  (0, 6800)	0.5215786581611157
  (0, 8023)	0.46158393362253164
  (0, 8003)	0.3646875074498068
  (0, 2359)	0.288735207801259"
ham,"  (0, 5053)	0.33905007681970645
  (0, 2856)	0.3023403885287877
  (0, 910)	0.3134408741835786
  (0, 6253)	0.3651732446886364
  (0, 6546)	0.2764672901567147
  (0, 4859)	0.32763871415767865
  (0, 4320)	0.2105039423945542
  (0, 3413)	0.29219178410325003
  (0, 4226)	0.1910971808088134
  (0, 2401)	0.21880283841204817
  (0, 7877)	0.26045605470730177
  (0, 8005)	0.22446217708406527
  (0, 3494)	0.21437345134036445"
ham,"  (0, 987)	0.6176380523721776
